2025-06-18 05:10:12;ERROR;127.0.0.1;GET;/api/reports/-1;500;;198;asso.januaservers.com
2025-06-18 05:14:08;INFO;127.0.0.1;GET;/api/reports/-1;200;Janua.Phoenix.DMVC.TPhoenixController.GetReportList;2559;asso.januaservers.com
