2024-07-24 19:07:18;WARNING;0:0:0:0:0:0:0:1;GET;/api;404;;1009;localhost
2024-07-24 19:07:18;WARNING;0:0:0:0:0:0:0:1;GET;/favicon.ico;404;;23;localhost
